id,name,name_raw,melakarta_num,melakarta_name,arohanam_raw,avarohanam_raw,arohanam,avarohanam,is_melakarta
ragasugandhi,RAgasugandhi,rAgasugandhi,10,NaaTakapriyaa,S R1 M1 P N2 D2 S,S N2 D2 P M1 G2 R1 S,S R₁ M₁ P N₂ D₂ Ṡ,S N₂ D₂ P M₁ G₂ R₁ Ṡ,False
sakalavallanayakan,SakalavallanAyakan,sakalavallanAyakan,10,NaaTakapriyaa,S R1 G2 M1 P D2 N2 S,S N2 P M1 G2 S,S R₁ G₂ M₁ P D₂ N₂ Ṡ,S N₂ P M₁ G₂ Ṡ,False
sakalavallanayaki,SakalavallanAyaki,sakalavallanAyaki,10,NaaTakapriyaa,S R1 G2 M1 P D2 N2 S,S D2 P M1 G2 S,S R₁ G₂ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₂ Ṡ,False
santvabhasini,SantvabhASiNi,santvabhASiNi,10,NaaTakapriyaa,S G2 M1 P D2 S,S D2 P M1 G2 S,S G₂ M₁ P D₂ Ṡ,S D₂ P M₁ G₂ Ṡ,False
santvabhasini,SantvabhASiNi,santvabhASiNi,10,NaaTakapriyaa,S R1 G2 M1 P D2 S,S N2 D2 P M1 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ Ṡ,False
sarangabauli,SArangabauLi,sArangabauLi,10,NaaTakapriyaa,S M1 G2 M1 P D2 N2 D2 S,S N2 D2 P M1 G2 M1 R1 S,S M₁ G₂ M₁ P D₂ N₂ D₂ Ṡ,S N₂ D₂ P M₁ G₂ M₁ R₁ Ṡ,False
sarangabauli,SArangabauLi,sArangabauLi,10,NaaTakapriyaa,S M1 G2 M1 P D2 N2 D2 S,S N2 D2 P M1 G2 R1 S,S M₁ G₂ M₁ P D₂ N₂ D₂ Ṡ,S N₂ D₂ P M₁ G₂ R₁ Ṡ,False
shatarupi,ShAtarUpi,shAtarUpi,10,NaaTakapriyaa,S R1 G2 P D2 S,S D2 P G2 R1 S,S R₁ G₂ P D₂ Ṡ,S D₂ P G₂ R₁ Ṡ,False
shivashakti,Shivashakti,shivashakti,10,NaaTakapriyaa,S G2 M1 D2 S,S N2 D2 M1 G2 S,S G₂ M₁ D₂ Ṡ,S N₂ D₂ M₁ G₂ Ṡ,False
shrishantabhasini,ShrIshAntabhASiNI,shrIshAntabhASiNI,10,NaaTakapriyaa,S R1 G2 M1 P D2 S,S N2 D2 M1 G2 R1 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₂ D₂ M₁ G₂ R₁ Ṡ,False
sindhubhairavi,Sindhubhairavi,sindhubhairavi,10,NaaTakapriyaa,M1 P D2 N2 D2 S R1 G2 M1,G2 R1 S N2 D2 P M1 G2 M1,M₁ P D₂ N₂ D₂ Ṡ R₁ G₂ M₁,G₂ R₁ Ṡ N₂ D₂ P M₁ G₂ M₁,False
sindhubhairavi,Sindhubhairavi,sindhubhairavi,10,NaaTakapriyaa,M1 P D2 N2 S R1 G2 M1,G2 R1 S N2 D2 P M1 G2 M1,M₁ P D₂ N₂ Ṡ R₁ G₂ M₁,G₂ R₁ Ṡ N₂ D₂ P M₁ G₂ M₁,False
sindhubhairavi,Sindhubhairavi,sindhubhairavi,10,NaaTakapriyaa,M1 P D2 N2 S R1 G2 M1,G2 R1 S N2 D2 P M1 G2,M₁ P D₂ N₂ Ṡ R₁ G₂ M₁,G₂ R₁ Ṡ N₂ D₂ P M₁ G₂,False
sitakalyani,SItAkalyANi,sItAkalyANi,10,NaaTakapriyaa,S R1 G1 P D2 N2 S,S N2 D2 P G1 R1 S,S R₁ G₁ P D₂ N₂ Ṡ,S N₂ D₂ P G₁ R₁ Ṡ,False
sudipaka,SudIpaka,sudIpaka,10,NaaTakapriyaa,S R1 G2 M1 P D2 N2 S,S N2 D2 N2 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ N₂ Ṡ,S N₂ D₂ N₂ D₂ P M₁ G₂ R₁ Ṡ,False
sugandhi,Sugandhi,sugandhi,10,NaaTakapriyaa,S R1 M1 P N2 D2 S,S N2 D2 P M1 G2 R1 S,S R₁ M₁ P N₂ D₂ Ṡ,S N₂ D₂ P M₁ G₂ R₁ Ṡ,False
tiruambikaiyan,Tiruambikaiyan,tiruambikaiyan,10,NaaTakapriyaa,S R1 M1 D2 S,S N2 M1 G2 S,S R₁ M₁ D₂ Ṡ,S N₂ M₁ G₂ Ṡ,False
tiruandivanna,TiruandivaNNa,tiruandivaNNa,10,NaaTakapriyaa,S R1 G2 M1 P D2 S,S N2 P G2 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₂ P G₂ Ṡ,False
tiruindra,Tiruindra,tiruindra,10,NaaTakapriyaa,S R1 G2 M1 D2 N2 S,S N2 D2 P M1 G2 R1 S,S R₁ G₂ M₁ D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₂ R₁ Ṡ,False
tiruindrani,TiruindrANi,tiruindrANi,10,NaaTakapriyaa,S G2 M1 P D2 N2 S,S N2 D2 P M1 G2 R1 S,S G₂ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₂ R₁ Ṡ,False
tiruindu,Tiruindu,tiruindu,10,NaaTakapriyaa,S R1 G2 P D2 N2 S,S N2 D2 P M1 G2 R1 S,S R₁ G₂ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₂ R₁ Ṡ,False
tirumaaccuta,TirumAaccuta,tirumAaccuta,10,NaaTakapriyaa,S R1 M1 P D2 N2 S,S D2 P M1 G2 R1 S,S R₁ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₂ R₁ Ṡ,False
tirumaambuyan,TirumAambuyan,tirumAambuyan,10,NaaTakapriyaa,S G2 M1 D2 S,S N2 M1 R1 S,S G₂ M₁ D₂ Ṡ,S N₂ M₁ R₁ Ṡ,False
vaijayanti,Vaijayanti,vaijayanti,10,NaaTakapriyaa,S G2 M1 P D2 S,S D2 P G2 R1 S,S G₂ M₁ P D₂ Ṡ,S D₂ P G₂ R₁ Ṡ,False
vaijayanti,Vaijayanti,vaijayanti,10,NaaTakapriyaa,S R1 G2 P D2 S,S D2 P G2 R1 S,S R₁ G₂ P D₂ Ṡ,S D₂ P G₂ R₁ Ṡ,False
vasantakannada,VasantakannaDa,vasantakannaDa,10,NaaTakapriyaa,S R1 G2 M1 P N2,D2 P M1 G2 R1 S N2,S R₁ G₂ M₁ P N₂,D₂ P M₁ G₂ R₁ Ṡ N₂,False
vijayanarayani,VijayanArAyaNi,vijayanArAyaNi,10,NaaTakapriyaa,S R1 G2 M1 P D2 S,S N2 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ G₂ R₁ Ṡ,False
yogabodhana,YOgabOdhana,yOgabOdhana,10,NaaTakapriyaa,S R1 G2 M1 D2 N2 S,S P M1 G2 R1 S,S R₁ G₂ M₁ D₂ N₂ Ṡ,S P M₁ G₂ R₁ Ṡ,False
yogabodhini,YOgabOdhini,yOgabOdhini,10,NaaTakapriyaa,S R1 G2 M1 D2 N2 S,S D2 P M1 G2 R1 S,S R₁ G₂ M₁ D₂ N₂ Ṡ,S D₂ P M₁ G₂ R₁ Ṡ,False
yogabodhini,YOgabOdhini,yOgabOdhini,10,NaaTakapriyaa,S R1 G2 M1 D2 N2 S,S D2 P M1 R1 G2 R1 S,S R₁ G₂ M₁ D₂ N₂ Ṡ,S D₂ P M₁ R₁ G₂ R₁ Ṡ,False
yogamati,YOgamati,yOgamati,10,NaaTakapriyaa,S R1 G2 M1 D2 N2 S,S D2 P M1 R1 G2 R1 S,S R₁ G₂ M₁ D₂ N₂ Ṡ,S D₂ P M₁ R₁ G₂ R₁ Ṡ,False
yogavati,YOgavati,yOgavati,10,NaaTakapriyaa,S R1 G2 M1 P D2 N2 S,S D2 P M1 R1 G2 R1 S,S R₁ G₂ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ R₁ G₂ R₁ Ṡ,False
kokilaaravam,KOkilaaravam,kOkilaaravam,11,KOkilapriyaa,S R1 M1 P D2 N3 S,S N3 D2 P M1 G2 R2 S,S R₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₂ Ṡ,False
aimmukhan,Aimmukhan,aimmukhan,11,KOkilapriyaa,S R1 G2 P D2 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
alaimaghal,AlaimaghaL,alaimaghaL,11,KOkilapriyaa,S R1 M1 D2 S,S N3 P M1 G2 R1 S,S R₁ M₁ D₂ Ṡ,S N₃ P M₁ G₂ R₁ Ṡ,False
alankari,Alankari,alankari,11,KOkilapriyaa,S G2 M1 D2 S,S N3 D2 P M1 G2 R1 S,S G₂ M₁ D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
alarata,Alarata,alarata,11,KOkilapriyaa,S R1 M1 D2 S,S N3 D2 P M1 G2 R1 S,S R₁ M₁ D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
alarava,Alarava,alarava,11,KOkilapriyaa,S G2 M1 P S,S N3 D2 P M1 G2 R1 S,S G₂ M₁ P Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
alaya,Alaya,alaya,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S D2 M1 R1 S,S G₂ M₁ P D₂ N₃ Ṡ,S D₂ M₁ R₁ Ṡ,False
alayuta,AlAyuta,alAyuta,11,KOkilapriyaa,S R1 G2 M1 P N3 S,S N3 D2 M1 S,S R₁ G₂ M₁ P N₃ Ṡ,S N₃ D₂ M₁ Ṡ,False
allagadri,AllagAdri,allagAdri,11,KOkilapriyaa,S G2 M1 D2 S,S N3 D2 M1 G2 R1 S,S G₂ M₁ D₂ Ṡ,S N₃ D₂ M₁ G₂ R₁ Ṡ,False
alliyan,AlliyAn,alliyAn,11,KOkilapriyaa,S G2 M1 P S,S N3 D2 M1 G2 R1 S,S G₂ M₁ P Ṡ,S N₃ D₂ M₁ G₂ R₁ Ṡ,False
amborukattal,AmbOrukattAL,ambOrukattAL,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S D₂ P M₁ G₂ R₁ Ṡ,False
ammaiyappar,Ammaiyappar,ammaiyappar,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S N3 D2 M1 G2 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ M₁ G₂ R₁ Ṡ,False
arana,AraNa,araNa,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S D2 M1 G2 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S D₂ M₁ G₂ R₁ Ṡ,False
arani,AraNi,araNi,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S N3 P M1 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S N₃ P M₁ R₁ Ṡ,False
aranverppu,Aranverppu,aranverppu,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S N3 D2 M1 R1 S,S G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ M₁ R₁ Ṡ,False
arappalliyan,ArappaLLIyAn,arappaLLIyAn,11,KOkilapriyaa,S G2 M1 P D2 S,S N3 D2 P M1 G2 R1 S,S G₂ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
arattan,Arattan,arattan,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S D2 P M1 G2 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S D₂ P M₁ G₂ Ṡ,False
aravagiri,Aravagiri,aravagiri,11,KOkilapriyaa,S R1 M1 P D2 S,S N3 D2 P M1 G2 R1 S,S R₁ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
aravamani,AravamaNi,aravamaNi,11,KOkilapriyaa,S R1 G2 M1 P D2 S,S N3 D2 P M1 G2 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ Ṡ,False
aravanaiyan,AravaNaiyAn,aravaNaiyAn,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S N3 D2 P M1 R1 S,S G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ R₁ Ṡ,False
aravindalocana,AravindalOcana,aravindalOcana,11,KOkilapriyaa,S R1 M1 P D2 N3 S,S D2 P M1 G2 R1 S,S R₁ M₁ P D₂ N₃ Ṡ,S D₂ P M₁ G₂ R₁ Ṡ,False
ardhanarisha,ArdhanArIsha,ardhanArIsha,11,KOkilapriyaa,S R1 G2 P M1 S,S N3 D2 M1 G2 S,S R₁ G₂ P M₁ Ṡ,S N₃ D₂ M₁ G₂ Ṡ,False
arikandapulavar,ArikanDapulavar,arikanDapulavar,11,KOkilapriyaa,S R1 M1 P D2 S,S N3 D2 P M1 G2 S,S R₁ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ Ṡ,False
arimani,Arimani,arimani,11,KOkilapriyaa,S R1 M1 P D2 S,S N3 D2 M1 G2 S,S R₁ M₁ P D₂ Ṡ,S N₃ D₂ M₁ G₂ Ṡ,False
arindaman,ArindamaN,arindamaN,11,KOkilapriyaa,S R1 M1 P N3 S,S D2 P M1 G2 R1 S,S R₁ M₁ P N₃ Ṡ,S D₂ P M₁ G₂ R₁ Ṡ,False
aru,Aru,aru,11,KOkilapriyaa,S G2 M1 P D2 S,S N3 P M1 R1 S,S G₂ M₁ P D₂ Ṡ,S N₃ P M₁ R₁ Ṡ,False
aruarumalati,Aruarumalati,aruarumalati,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S D2 M1 G2 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S D₂ M₁ G₂ Ṡ,False
aruayirani,AruAyirANi,aruAyirANi,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S N3 D2 P M1 G2 R1 S,S G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
arunamani,AruNamaNi,aruNamaNi,11,KOkilapriyaa,S G2 M1 P N3 S,S D2 P M1 R1 S,S G₂ M₁ P N₃ Ṡ,S D₂ P M₁ R₁ Ṡ,False
arunambari,AruNAmbari,aruNAmbari,11,KOkilapriyaa,S G2 P S,S N3 P M1 G2 R1 S,S G₂ P Ṡ,S N₃ P M₁ G₂ R₁ Ṡ,False
avalokita,AvalOkita,avalOkita,11,KOkilapriyaa,S R1 M1 D2 S,S N3 D2 M1 G2 S,S R₁ M₁ D₂ Ṡ,S N₃ D₂ M₁ G₂ Ṡ,False
avanan,AvaNan,avaNan,11,KOkilapriyaa,S G2 M1 P D2 S,S N3 P M1 S,S G₂ M₁ P D₂ Ṡ,S N₃ P M₁ Ṡ,False
avanibharaka,AvanibhAraka,avanibhAraka,11,KOkilapriyaa,S G2 M1 D2 S,S N3 M1 R1 S,S G₂ M₁ D₂ Ṡ,S N₃ M₁ R₁ Ṡ,False
avanikelva,AvanikELva,avanikELva,11,KOkilapriyaa,S R1 M1 D2 S,S N3 M1 G2 S,S R₁ M₁ D₂ Ṡ,S N₃ M₁ G₂ Ṡ,False
avarodha,Avarodha,avarodha,11,KOkilapriyaa,S R1 M1 P N3 S,S D2 M1 G2 S,S R₁ M₁ P N₃ Ṡ,S D₂ M₁ G₂ Ṡ,False
avasha,Avasha,avasha,11,KOkilapriyaa,S R1 M1 P D2 S,S N3 P M1 S,S R₁ M₁ P D₂ Ṡ,S N₃ P M₁ Ṡ,False
avikarai,Avikarai,avikarai,11,KOkilapriyaa,S G2 P D2 S,S N3 P M1 S,S G₂ P D₂ Ṡ,S N₃ P M₁ Ṡ,False
avikari,AvikAri,avikAri,11,KOkilapriyaa,S G2 P D2 S,S N3 M1 R1 S,S G₂ P D₂ Ṡ,S N₃ M₁ R₁ Ṡ,False
bhayasvini,Bhayasvini,bhayasvini,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S N3 D2 P M1 G2 S,S G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ Ṡ,False
caturananapriya,CaturAnanapriyA,caturAnanapriyA,11,KOkilapriyaa,S R1 G2 P D2 N3 S,S N3 D2 P G2 R1 S,S R₁ G₂ P D₂ N₃ Ṡ,S N₃ D₂ P G₂ R₁ Ṡ,False
chayasaindhavi,ChAyAsaindhavi,chAyAsaindhavi,11,KOkilapriyaa,S R1 G2 M1 P D2 P N3 S,S D2 N3 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ P N₃ Ṡ,S D₂ N₃ P M₁ G₂ R₁ Ṡ,False
chayasaindhavi,ChAyAsaindhavi,chAyAsaindhavi,11,KOkilapriyaa,S R1 G2 M1 P D2 P N3 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ P N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
chayasaindhavi,ChAyAsaindhavi,chAyAsaindhavi,11,KOkilapriyaa,S R1 G2 M1 P D2 P N3 S,S N3 D2 P M1 G2 S,S R₁ G₂ M₁ P D₂ P N₃ Ṡ,S N₃ D₂ P M₁ G₂ Ṡ,False
chitramani,ChitramaNi,chitramaNi,11,KOkilapriyaa,S R1 M1 P D2 N3 S,S N3 D2 P M1 G2 R1 S,S R₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
diparam,DIpAram,dIpAram,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S N3 D2 N3 D2 P M1 M1 G2 R1,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ N₃ D₂ P M₁ M₁ G₂ R₁,False
haripriya,HaripriyA,haripriyA,11,KOkilapriyaa,S G2 M1 D2 S,S N3 P M1 R1 S,S G₂ M₁ D₂ Ṡ,S N₃ P M₁ R₁ Ṡ,False
heramba,HEramba,hEramba,11,KOkilapriyaa,S G2 P D2 N3 S,S N3 D2 P G2 S,S G₂ P D₂ N₃ Ṡ,S N₃ D₂ P G₂ Ṡ,False
ishanan,Ishanan,Ishanan,11,KOkilapriyaa,S R1 G2 P D2 N3 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
ishapriya,IshapriyA,IshapriyA,11,KOkilapriyaa,S R1 G2 M1 D2 N3 S,S N3 D2 M1 G2 R1 S,S R₁ G₂ M₁ D₂ N₃ Ṡ,S N₃ D₂ M₁ G₂ R₁ Ṡ,False
jnanacintamani,JnAnacintAmaNi,jnAnacintAmaNi,11,KOkilapriyaa,S R1 M1 D2 N3 S,S N3 D2 P M1 R1 S,S R₁ M₁ D₂ N₃ Ṡ,S N₃ D₂ P M₁ R₁ Ṡ,False
kaumari,KaumAri,kaumAri,11,KOkilapriyaa,S R1 G2 M1 P D2 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
kayamukhan,Kayamukhan,kayamukhan,11,KOkilapriyaa,S R1 M1 P D2 N3 S,S N3 D2 P M1 G2 S,S R₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ Ṡ,False
kokilakamavardhani,KOkilakAmavardhani,kOkilakAmavardhani,11,KOkilapriyaa,S G2 M1 P M1 N3 D2 N3 S,S N3 P D2 M1 G2 S,S G₂ M₁ P M₁ N₃ D₂ N₃ Ṡ,S N₃ P D₂ M₁ G₂ Ṡ,False
kokilapriya,KOkilapriyA,kOkilapriyA,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
kokilaravam,KOkilAravam,kOkilAravam,11,KOkilapriyaa,S R1 G2 R1 M1 P D2 N3 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ R₁ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
kokilaravam,KOkilAravam,kOkilAravam,11,KOkilapriyaa,S R1 M1 M1 P M1 P D2 N3 S,S N3 D2 D2 P M1 G2 R1 S,S R₁ M₁ M₁ P M₁ P D₂ N₃ Ṡ,S N₃ D₂ D₂ P M₁ G₂ R₁ Ṡ,False
kokilaravam,KOkilAravam,kOkilAravam,11,KOkilapriyaa,S R1 M1 P D2 S,S N3 D2 P M1 G2 R1 S,S R₁ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
manmagan,Manmagan,manmagan,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S N3 D2 P M1 G2 S,S G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ Ṡ,False
maruvadeshika,MaruvadEshika,maruvadEshika,11,KOkilapriyaa,S G2 M1 P D2 P N3 S,S N3 D2 P M1 G2 R1 S,S G₂ M₁ P D₂ P N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
maruvadeshika,MaruvadEshika,maruvadEshika,11,KOkilapriyaa,S G2 M1 P D2 P N3 S,S N3 D2 P M1 P G2 R1 S,S G₂ M₁ P D₂ P N₃ Ṡ,S N₃ D₂ P M₁ P G₂ R₁ Ṡ,False
maruvadeshika,MaruvadEshika,maruvadEshika,11,KOkilapriyaa,S G2 M1 P D2 P N3 S,S N3 D2 P M1 P M1 G2 R1 S,S G₂ M₁ P D₂ P N₃ Ṡ,S N₃ D₂ P M₁ P M₁ G₂ R₁ Ṡ,False
matiruaranmaghan,MAtiruaranmaghan,mAtiruaranmaghan,11,KOkilapriyaa,S R1 M1 P D2 N3 S,S D2 P M1 G2 S,S R₁ M₁ P D₂ N₃ Ṡ,S D₂ P M₁ G₂ Ṡ,False
matiruazhalava,MAtiruazhalava,mAtiruazhalava,11,KOkilapriyaa,S G2 P N3 S,S D2 M1 R1 S,S G₂ P N₃ Ṡ,S D₂ M₁ R₁ Ṡ,False
mukhapriya,MukhapriyA,mukhapriyA,11,KOkilapriyaa,S R1 G2 M1 D2 N3 S,S N3 D2 M1 G2 R1 S,S R₁ G₂ M₁ D₂ N₃ Ṡ,S N₃ D₂ M₁ G₂ R₁ Ṡ,False
nadamukhari,NAdamukhAri,nAdamukhAri,11,KOkilapriyaa,S R1 G2 M1 P D2 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
nanban,NaNban,naNban,11,KOkilapriyaa,S G2 M1 P D2 S,S N3 D2 P M1 R1 S,S G₂ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ R₁ Ṡ,False
naradamukhari,NAradamukhAri,nAradamukhAri,11,KOkilapriyaa,S R1 G2 M1 P D2 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P D₂ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
payasvini,PAyasvini,pAyasvini,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S N3 D2 P M1 G2 S,S G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ Ṡ,False
ratnamani,RatnamaNi,ratnamaNi,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S N3 D2 P G2 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S N₃ D₂ P G₂ R₁ Ṡ,False
sarada,SArada,sArada,11,KOkilapriyaa,S G2 M1 P N3 S,S N3 D2 P M1 G2 R1 S,S G₂ M₁ P N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
saradabhairavi,SAradabhairavi,sAradabhairavi,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S N3 P G2 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S N₃ P G₂ R₁ Ṡ,False
shuddhalalita,ShuddhalalitA,shuddhalalitA,11,KOkilapriyaa,S P M1 D2 N3 S,S N3 S D2 P M1 R1 S,S P M₁ D₂ N₃ Ṡ,S N₃ Ṡ D₂ P M₁ R₁ Ṡ,False
shuddhamanjari,Shuddhamanjari,shuddhamanjari,11,KOkilapriyaa,S G2 M1 P M1 D2 N3 S,S N3 D2 P M1 G2 R1 S,S G₂ M₁ P M₁ D₂ N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
sindhukriya,SindhukriyA,sindhukriyA,11,KOkilapriyaa,S R1 G2 M1 P M1 D2 N3 S,S D2 P M1 G2 R1 S,S R₁ G₂ M₁ P M₁ D₂ N₃ Ṡ,S D₂ P M₁ G₂ R₁ Ṡ,False
tiruambalai,TiruambAlai,tiruambAlai,11,KOkilapriyaa,S R1 G2 M1 P D2 N3 S,S D2 M1 R1 S,S R₁ G₂ M₁ P D₂ N₃ Ṡ,S D₂ M₁ R₁ Ṡ,False
tiruaravindai,Tiruaravindai,tiruaravindai,11,KOkilapriyaa,S R1 G2 M1 P N3 S,S D2 P M1 G2 S,S R₁ G₂ M₁ P N₃ Ṡ,S D₂ P M₁ G₂ Ṡ,False
tiruhayagriva,TiruhayagrIva,tiruhayagrIva,11,KOkilapriyaa,S R1 G2 M1 P N3 S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P N₃ Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
tirumaalavan,TirumAalavan,tirumAalavan,11,KOkilapriyaa,S R1 M1 P D2 N3 S,S D2 M1 G2 S,S R₁ M₁ P D₂ N₃ Ṡ,S D₂ M₁ G₂ Ṡ,False
tittibhadhvani,Tittibhadhvani,tittibhadhvani,11,KOkilapriyaa,S R1 G2 D2 N3 S,S N3 D2 G2 R1 S,S R₁ G₂ D₂ N₃ Ṡ,S N₃ D₂ G₂ R₁ Ṡ,False
ukapriya,UkapriyA,ukapriyA,11,KOkilapriyaa,S R1 G2 M1 D2 N3 S,S N3 D2 M1 G2 R1 S,S R₁ G₂ M₁ D₂ N₃ Ṡ,S N₃ D₂ M₁ G₂ R₁ Ṡ,False
vardhani,Vardhani,vardhani,11,KOkilapriyaa,S G2 M1 P D2 N3 S,S N3 P D2 P M1 G2 S,S G₂ M₁ P D₂ N₃ Ṡ,S N₃ P D₂ P M₁ G₂ Ṡ,False
vardhani,Vardhani,vardhani,11,KOkilapriyaa,S G2 M1 P M1 P D2 N3 S,S N3 P D2 M1 G2 R1 S,S G₂ M₁ P M₁ P D₂ N₃ Ṡ,S N₃ P D₂ M₁ G₂ R₁ Ṡ,False
vasantamalli,Vasantamalli,vasantamalli,11,KOkilapriyaa,S G2 M1 P N3 S,S D2 P M1 G2 S,S G₂ M₁ P N₃ Ṡ,S D₂ P M₁ G₂ Ṡ,False
vasantanarayani,VasantanArAyaNi,vasantanArAyaNi,11,KOkilapriyaa,S R1 G2 M1 P S,S N3 D2 P M1 G2 R1 S,S R₁ G₂ M₁ P Ṡ,S N₃ D₂ P M₁ G₂ R₁ Ṡ,False
vasanti,Vasanti,vasanti,11,KOkilapriyaa,S R1 G2 P N3 S,S N3 P G2 R1 S,S R₁ G₂ P N₃ Ṡ,S N₃ P G₂ R₁ Ṡ,False
bhanukokila,BhAnukOkila,bhAnukOkila,12,Roopavati,S M1 P D3 N3 S,S D3 N3 P M1 G2 S,S M₁ P D₃ N₃ Ṡ,S D₃ N₃ P M₁ G₂ Ṡ,False
bhanukokila,BhAnukOkila,bhAnukOkila,12,Roopavati,S M1 P D3 N3 S,S N3 D3 P M1 G2 S,S M₁ P D₃ N₃ Ṡ,S N₃ D₃ P M₁ G₂ Ṡ,False
